;Gender;EthnicGroup;ParentEduc;LunchType;TestPrep;ParentMaritalStatus;PracticeSport;IsFirstChild;NrSiblings;TransportMeans;WklyStudyHours;MathScore;ReadingScore;WritingScore
107;male;group E;some high school;standard;none;widowed;regularly;no;2;school_bus;< 5;;88;83
107;male;group D;associate's degree;free/reduced;none;single;sometimes;yes;2;school_bus;5 - 10;55;56;50
107;female;group D;high school;standard;completed;divorced;sometimes;yes;2;private;< 5;69;81;85
107;female;group C;associate's degree;standard;none;married;sometimes;yes;2;;5 - 10;61;77;75
107;female;group E;some high school;free/reduced;completed;single;regularly;no;2;school_bus;5 - 10;41;59;53
107;male;group D;some college;standard;;married;regularly;yes;3;school_bus;;82;71;65
107;male;group B;some college;standard;completed;single;regularly;no;3;school_bus;5 - 10;78;77;82
107;female;group E;associate's degree;standard;completed;married;sometimes;yes;3;school_bus;< 5;90;98;98
107;male;group C;high school;standard;completed;married;sometimes;yes;3;school_bus;5 - 10;64;54;57
107;male;group B;associate's degree;standard;none;single;sometimes;yes;3;school_bus;< 5;72;84;73
107;female;group C;master's degree;standard;completed;married;sometimes;yes;3;school_bus;< 5;84;96;96
107;male;group E;;standard;completed;divorced;sometimes;no;3;private;5 - 10;86;83;76
107;female;group A;associate's degree;standard;none;married;sometimes;yes;4;school_bus;5 - 10;74;77;75
107;female;group D;associate's degree;standard;none;married;sometimes;no;4;;> 10;86;83;85
107;male;group B;master's degree;free/reduced;none;single;sometimes;yes;4;school_bus;5 - 10;69;75;69
107;female;group C;associate's degree;standard;completed;single;sometimes;yes;6;private;< 5;64;76;75
108;male;group D;associate's degree;standard;none;married;sometimes;yes;0;private;< 5;;65;63
108;male;;bachelor's degree;standard;completed;divorced;sometimes;yes;0;private;5 - 10;;78;78
108;female;;master's degree;standard;completed;married;sometimes;yes;;school_bus;5 - 10;78;94;91
108;female;group B;some college;free/reduced;none;married;sometimes;no;1;school_bus;< 5;55;65;61
108;female;group D;associate's degree;free/reduced;;single;sometimes;yes;1;school_bus;< 5;;58;62
108;female;group E;associate's degree;standard;none;single;sometimes;yes;1;school_bus;> 10;65;62;66
108;female;group D;some high school;free/reduced;none;single;regularly;yes;1;school_bus;5 - 10;46;65;65
108;male;group D;;standard;completed;married;sometimes;no;1;school_bus;< 5;85;77;85
108;male;group A;some college;standard;none;single;sometimes;yes;1;school_bus;5 - 10;76;66;58
108;male;group C;some college;free/reduced;none;married;;no;1;private;> 10;74;74;72
108;male;;bachelor's degree;standard;none;married;sometimes;yes;1;school_bus;> 10;77;71;73
108;female;group C;bachelor's degree;free/reduced;none;widowed;regularly;no;1;private;> 10;;70;71
108;female;group E;associate's degree;standard;none;divorced;regularly;no;1;school_bus;5 - 10;64;57;64
108;male;group B;associate's degree;standard;completed;married;regularly;yes;1;school_bus;;67;59;55
108;female;group B;associate's degree;free/reduced;none;married;sometimes;yes;2;school_bus;5 - 10;;76;70
108;male;group E;some high school;free/reduced;completed;married;regularly;yes;2;school_bus;> 10;43;48;43
108;female;group A;some college;standard;completed;married;regularly;yes;2;private;5 - 10;69;72;75
108;male;group C;some high school;free/reduced;none;married;sometimes;no;2;private;5 - 10;51;52;41
108;female;group B;bachelor's degree;standard;none;single;sometimes;yes;2;private;5 - 10;53;70;65
108;male;group E;high school;standard;none;married;regularly;yes;2;;5 - 10;83;68;62
108;male;group E;associate's degree;standard;;married;regularly;no;3;private;> 10;;92;92
108;female;group D;high school;free/reduced;none;single;sometimes;yes;3;;< 5;65;70;73
108;female;group D;associate's degree;free/reduced;completed;married;sometimes;yes;3;school_bus;5 - 10;47;61;69
108;female;group A;some high school;standard;completed;;never;yes;3;;5 - 10;56;67;69
108;female;group C;high school;standard;none;single;sometimes;yes;3;private;5 - 10;85;91;87
108;male;;associate's degree;standard;none;divorced;sometimes;yes;3;school_bus;5 - 10;54;46;47
108;female;group C;some high school;free/reduced;none;married;regularly;yes;3;school_bus;5 - 10;53;60;59
108;female;group C;associate's degree;free/reduced;none;married;never;no;5;school_bus;> 10;65;79;76
108;female;group C;;standard;none;married;regularly;no;5;school_bus;5 - 10;57;63;58
108;male;group E;bachelor's degree;standard;none;;regularly;yes;7;private;5 - 10;100;82;87
109;male;group B;some college;standard;none;married;never;yes;0;school_bus;5 - 10;;82;80
109;female;group C;associate's degree;standard;none;single;sometimes;no;;private;5 - 10;77;90;88
109;male;group A;some college;free/reduced;none;married;sometimes;no;1;private;5 - 10;63;65;63
109;male;group D;associate's degree;free/reduced;none;single;regularly;yes;1;school_bus;5 - 10;51;49;48
109;male;group D;some high school;standard;;single;regularly;yes;1;private;> 10;75;64;64
109;female;group C;high school;free/reduced;none;divorced;regularly;yes;1;school_bus;5 - 10;33;63;62
109;male;group C;bachelor's degree;free/reduced;completed;married;never;yes;1;private;5 - 10;57;59;60
109;female;group B;associate's degree;standard;completed;single;regularly;no;1;private;;85;95;95
109;female;group B;bachelor's degree;standard;completed;married;regularly;yes;2;private;5 - 10;;64;73
109;female;group A;high school;standard;;married;sometimes;;2;school_bus;5 - 10;;99;89
109;male;group E;associate's degree;free/reduced;completed;single;sometimes;no;2;private;5 - 10;83;78;74
109;female;group D;some high school;free/reduced;none;married;sometimes;no;2;private;< 5;56;64;62
109;male;group E;high school;standard;completed;single;regularly;yes;2;school_bus;> 10;73;73;74
109;female;group C;some high school;free/reduced;none;married;regularly;yes;2;private;> 10;;79;78
109;female;group B;some high school;standard;none;single;regularly;no;3;school_bus;5 - 10;72;64;73
109;male;group D;associate's degree;standard;none;married;regularly;yes;3;school_bus;< 5;68;58;65
109;male;group A;some high school;standard;none;single;sometimes;no;3;private;5 - 10;73;60;57
109;female;group D;some high school;free/reduced;none;divorced;regularly;yes;3;private;< 5;48;60;60
109;male;group D;bachelor's degree;standard;completed;married;sometimes;yes;3;school_bus;5 - 10;91;80;88
109;female;group A;some college;free/reduced;none;married;sometimes;yes;3;school_bus;< 5;67;75;72
109;female;group D;high school;standard;none;single;sometimes;yes;3;private;5 - 10;63;78;79
109;female;group A;;standard;none;divorced;sometimes;yes;3;school_bus;> 10;75;78;76
109;female;group C;some college;standard;none;married;sometimes;no;3;school_bus;5 - 10;41;55;60
109;female;;bachelor's degree;free/reduced;none;divorced;sometimes;yes;3;school_bus;;69;78;73
109;female;group C;associate's degree;standard;none;married;sometimes;yes;3;;< 5;83;83;84
109;male;group C;associate's degree;free/reduced;none;married;;yes;3;private;< 5;53;56;49
109;female;group C;associate's degree;free/reduced;none;married;never;yes;3;private;> 10;70;80;78
109;female;group B;master's degree;free/reduced;none;single;sometimes;yes;4;school_bus;> 10;59;68;72
109;female;group C;some college;standard;completed;divorced;sometimes;yes;4;school_bus;5 - 10;70;81;79
109;male;;;standard;none;single;never;yes;5;school_bus;< 5;85;81;79
109;male;group B;master's degree;standard;completed;married;regularly;yes;5;school_bus;5 - 10;79;78;84
11;female;group C;high school;free/reduced;none;single;sometimes;yes;0;school_bus;5 - 10;;49;46
11;female;group C;some college;standard;completed;single;sometimes;yes;0;private;> 10;;57;65
11;male;group D;associate's degree;standard;none;divorced;sometimes;yes;1;school_bus;5 - 10;;52;43
11;male;group D;high school;standard;none;single;sometimes;no;1;school_bus;5 - 10;80;76;70
11;male;group C;;free/reduced;none;married;sometimes;yes;1;school_bus;< 5;29;24;25
11;female;group E;bachelor's degree;free/reduced;completed;married;sometimes;no;1;school_bus;5 - 10;91;100;100
11;female;group D;associate's degree;standard;completed;married;regularly;yes;2;private;5 - 10;64;81;84
11;male;group A;associate's degree;standard;completed;married;sometimes;yes;2;school_bus;5 - 10;78;82;76
11;female;group D;some college;standard;none;single;sometimes;no;2;school_bus;> 10;53;62;59
11;male;group C;associate's degree;free/reduced;completed;single;regularly;yes;2;private;;59;57;63
11;female;group E;high school;standard;none;married;regularly;yes;2;private;< 5;78;90;82
11;female;group B;associate's degree;standard;completed;married;sometimes;no;2;;5 - 10;69;68;73
11;male;group E;master's degree;free/reduced;none;divorced;sometimes;no;2;school_bus;5 - 10;84;81;79
11;male;group B;associate's degree;standard;none;married;never;yes;3;school_bus;< 5;59;61;52
11;female;group D;bachelor's degree;standard;none;married;sometimes;yes;3;;5 - 10;62;69;69
11;male;group D;bachelor's degree;free/reduced;none;married;never;yes;3;private;> 10;61;56;54
11;female;group E;associate's degree;standard;none;married;regularly;yes;3;;5 - 10;72;88;86
11;female;group D;some college;standard;none;divorced;regularly;yes;3;;> 10;94;87;97
11;female;group D;some college;standard;completed;single;sometimes;no;3;school_bus;5 - 10;33;41;46
11;female;group C;master's degree;standard;completed;divorced;regularly;yes;3;private;5 - 10;85;91;100
11;female;group C;associate's degree;standard;completed;single;regularly;no;3;school_bus;5 - 10;75;85;88
11;female;group C;bachelor's degree;standard;none;married;regularly;yes;3;school_bus;> 10;85;83;97
11;female;group C;associate's degree;free/reduced;none;married;sometimes;;3;;5 - 10;82;86;83
11;female;group C;bachelor's degree;standard;completed;married;regularly;no;3;school_bus;< 5;;75;79
11;female;group A;high school;standard;completed;married;;no;4;school_bus;5 - 10;51;60;61
11;male;group D;master's degree;free/reduced;none;married;never;yes;4;school_bus;< 5;70;69;74
11;male;group C;high school;free/reduced;completed;married;regularly;no;4;school_bus;5 - 10;56;58;53
11;female;group E;some college;free/reduced;none;single;regularly;no;4;school_bus;;86;97;92
11;male;group D;;standard;none;married;never;no;5;;5 - 10;64;55;56
11;female;group A;some high school;standard;completed;single;regularly;yes;5;private;5 - 10;78;78;79
110;female;group D;some high school;standard;none;married;sometimes;yes;0;private;5 - 10;;70;73
110;male;group C;;free/reduced;completed;married;regularly;yes;0;school_bus;5 - 10;;69;71
110;female;group C;some high school;free/reduced;none;married;never;yes;0;private;< 5;;61;58
110;male;group B;master's degree;standard;none;divorced;regularly;yes;;school_bus;5 - 10;76;62;60
110;male;group C;some high school;standard;completed;married;sometimes;yes;;private;> 10;83;84;78
110;male;group A;bachelor's degree;standard;none;married;sometimes;yes;;school_bus;< 5;67;56;58
110;female;group D;associate's degree;standard;;single;never;yes;1;school_bus;5 - 10;;95;97
110;male;group E;some college;free/reduced;completed;married;never;yes;1;private;5 - 10;61;59;53
110;male;group D;some high school;free/reduced;completed;divorced;sometimes;;1;school_bus;< 5;60;57;55
110;male;group D;high school;free/reduced;none;married;sometimes;no;1;school_bus;5 - 10;72;67;66
110;male;group A;some high school;standard;none;single;regularly;yes;1;school_bus;5 - 10;59;58;54
110;female;group B;some college;free/reduced;completed;widowed;sometimes;yes;1;school_bus;;;61;63
110;female;group E;;free/reduced;none;married;sometimes;yes;1;private;> 10;62;69;62
110;male;group C;some college;standard;;divorced;regularly;yes;1;school_bus;5 - 10;64;51;47
110;male;group E;bachelor's degree;free/reduced;none;married;regularly;yes;2;;> 10;81;67;67
110;male;group A;bachelor's degree;standard;completed;married;sometimes;yes;2;school_bus;5 - 10;87;78;88
110;male;group E;bachelor's degree;standard;completed;single;never;no;2;private;> 10;74;75;75
110;female;group C;some college;free/reduced;none;married;never;yes;2;school_bus;5 - 10;55;64;58
110;male;;high school;free/reduced;none;divorced;sometimes;yes;2;;5 - 10;;45;41
110;female;group D;bachelor's degree;standard;none;married;sometimes;no;3;school_bus;< 5;;65;67
110;male;group E;some high school;standard;none;married;sometimes;yes;3;private;< 5;81;78;76
110;male;group E;;standard;none;divorced;regularly;yes;3;;> 10;100;89;87
110;female;group C;some high school;free/reduced;completed;married;never;yes;3;school_bus;> 10;51;73;69
110;female;group D;associate's degree;free/reduced;completed;single;sometimes;yes;4;school_bus;> 10;;90;99
110;male;group C;;standard;none;;sometimes;no;4;private;;84;79;79
110;male;group B;;standard;none;married;sometimes;no;4;private;5 - 10;76;72;72
110;female;group C;;standard;none;divorced;regularly;no;4;school_bus;< 5;68;75;67
110;female;group D;some college;free/reduced;none;single;sometimes;yes;5;private;5 - 10;36;43;47
110;female;group E;some college;free/reduced;;married;sometimes;no;6;private;5 - 10;75;87;78
110;male;group D;bachelor's degree;standard;none;married;regularly;yes;7;;5 - 10;95;77;80
110;male;group E;some high school;standard;none;married;regularly;yes;7;;5 - 10;72;53;53
111;male;group E;associate's degree;standard;none;married;regularly;yes;;school_bus;> 10;;56;50
111;male;;associate's degree;standard;none;divorced;regularly;yes;;school_bus;;;82;88
111;female;group D;high school;standard;completed;divorced;sometimes;yes;1;school_bus;5 - 10;;59;66
111;male;group D;associate's degree;free/reduced;none;divorced;sometimes;yes;1;school_bus;5 - 10;61;60;57
111;female;group B;associate's degree;standard;none;married;regularly;yes;1;school_bus;5 - 10;83;76;82
111;female;group C;some college;standard;none;single;regularly;yes;1;school_bus;5 - 10;49;59;63
111;male;group C;some college;standard;;married;regularly;no;1;school_bus;5 - 10;67;68;66
111;female;group C;bachelor's degree;free/reduced;completed;married;sometimes;yes;1;private;5 - 10;55;74;79
111;male;group C;high school;standard;;divorced;sometimes;no;1;;< 5;76;79;72
111;male;group D;some high school;free/reduced;;widowed;regularly;no;2;private;> 10;;50;48
